,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2013-12-25,傍林,4.6,7.3,482.0,12.4,1.8,3.5,5.358,0.095,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-26,傍林,4.9,7.3,486.0,12.2,1.9,3.4,,0.095,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-27,傍林,4.6,7.3,459.0,12.0,2.4,3.8,5.606,0.092,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-28,傍林,3.8,7.4,458.0,12.6,2.6,3.6,5.622,0.091,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-29,傍林,3.8,7.4,447.0,12.8,2.0,3.2,5.133,0.089,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-30,傍林,3.9,7.3,456.0,13.0,1.6,3.8,5.251,0.088,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-31,傍林,3.6,7.3,469.0,13.8,1.1,3.9,5.435,0.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,傍林,3.7,7.4,467.0,14.4,0.9,3.3,5.543,0.085,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-02,傍林,3.9,7.4,463.0,13.9,0.8,3.1,5.494,0.085,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-03,傍林,4.3,7.3,459.0,12.3,0.9,3.8,5.48,0.083,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-04,傍林,4.8,7.3,451.0,11.9,1.2,3.6,5.486,0.08,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-05,傍林,4.7,7.3,452.0,11.8,1.6,3.7,5.514,0.077,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-06,傍林,4.7,7.3,446.0,11.9,1.7,3.7,5.502,0.072,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07,傍林,4.6,7.3,445.0,11.9,1.8,3.9,,0.068,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-08,傍林,4.7,7.3,452.0,11.8,2.0,4.1,5.371,0.067,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09,傍林,3.9,7.3,455.0,12.1,1.9,4.0,5.22,0.063,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-10,傍林,3.3,7.3,451.0,12.4,1.5,4.0,5.074,0.06,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-11,傍林,3.4,7.3,448.0,12.5,1.2,3.2,4.97,0.059,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-12,傍林,3.2,7.4,452.0,12.6,1.0,3.2,5.09,0.059,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-13,傍林,2.4,7.4,465.0,13.1,1.1,3.4,5.238,0.064,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-14,傍林,2.0,7.4,465.0,13.4,1.7,4.1,5.409,,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-15,傍林,2.3,7.4,464.0,13.5,2.4,4.8,5.645,,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-16,傍林,2.3,7.4,466.0,13.1,2.4,4.8,5.662,,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-17,傍林,2.6,7.4,454.0,13.2,2.3,4.8,5.585,,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-18,傍林,2.6,7.4,441.0,13.4,2.4,4.6,5.445,,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-19,傍林,2.5,7.4,448.0,13.3,2.4,4.6,5.541,,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-20,傍林,3.1,7.4,460.0,13.1,2.6,4.6,5.742,,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-21,傍林,3.1,7.4,466.0,12.9,2.6,4.7,5.687,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-22,傍林,3.2,7.4,469.0,12.8,2.7,4.9,5.717,,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-23,傍林,3.4,7.4,469.0,12.7,2.7,4.9,5.743,,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-24,傍林,3.7,7.4,468.0,12.5,2.6,4.7,5.735,,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-25,傍林,4.2,7.3,468.0,11.9,2.9,4.7,5.796,0.092,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-26,傍林,4.2,7.3,476.0,12.0,3.1,4.8,5.775,0.101,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-27,傍林,4.2,7.3,486.0,12.2,3.3,4.7,5.745,0.109,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-28,傍林,4.7,7.3,486.0,11.9,3.4,4.5,5.749,,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-29,傍林,5.0,7.3,486.0,11.6,3.5,4.6,5.74,0.093,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-30,傍林,5.2,7.3,484.0,11.5,3.4,4.5,5.834,0.091,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-31,傍林,5.0,7.3,476.0,11.6,3.4,4.6,5.862,0.086,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,傍林,5.6,7.3,460.0,11.5,3.3,4.6,5.749,0.079,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-02,傍林,6.2,7.3,450.0,11.1,3.7,4.4,5.594,0.076,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-03,傍林,6.3,7.2,458.0,10.8,4.1,4.3,5.68,0.069,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-04,傍林,5.7,7.3,434.0,11.1,4.5,4.3,5.467,0.067,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-05,傍林,5.6,7.3,396.0,10.6,4.4,4.1,4.919,0.06,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06,傍林,5.0,7.3,428.0,10.9,3.7,4.2,,0.069,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-07,傍林,4.1,7.3,424.0,12.1,1.6,4.1,4.915,0.077,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-08,傍林,4.0,7.3,421.0,12.1,1.9,4.0,4.701,0.092,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-09,傍林,4.0,7.3,429.0,11.8,3.4,4.2,4.899,0.091,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-10,傍林,4.4,7.2,436.0,11.6,4.3,4.3,5.123,0.085,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-11,傍林,4.8,7.2,457.0,11.5,4.0,4.4,,0.085,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-12,傍林,5.3,7.3,475.0,11.7,2.7,4.5,,0.081,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-13,傍林,5.2,7.3,470.0,11.7,2.1,4.4,,0.077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-14,傍林,5.3,7.3,456.0,11.6,1.8,4.4,5.285,0.073,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-15,傍林,5.8,7.3,449.0,11.6,2.0,,5.152,0.074,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-16,傍林,6.2,7.3,456.0,11.5,2.2,,5.09,0.071,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-17,傍林,6.2,7.3,467.0,11.5,2.6,,5.319,0.068,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-18,傍林,6.3,7.3,472.0,11.7,2.4,,5.285,0.061,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-19,傍林,6.4,7.3,473.0,11.6,2.3,,5.228,0.059,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-20,傍林,6.3,7.3,481.0,11.6,2.3,,5.303,0.058,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-21,傍林,6.2,7.4,472.0,12.0,2.4,,5.309,0.057,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-22,傍林,6.5,7.4,456.0,12.3,2.3,,5.064,0.056,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-23,傍林,6.7,7.4,466.0,12.1,2.3,,5.148,0.056,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-24,傍林,7.0,7.4,478.0,11.5,2.6,,5.272,0.056,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-25,傍林,7.4,7.3,482.0,11.0,2.5,5.0,,0.056,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-26,傍林,7.4,7.3,480.0,11.5,3.1,4.7,5.369,0.058,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-27,傍林,8.0,7.3,482.0,11.6,3.6,4.8,5.49,0.058,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-28,傍林,8.8,7.2,466.0,11.1,4.3,4.6,5.379,0.058,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,傍林,9.6,7.2,461.0,10.7,4.5,4.4,5.329,0.059,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-02,傍林,9.8,7.2,474.0,10.2,6.0,4.6,5.441,0.058,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-03,傍林,9.9,7.2,487.0,10.4,5.6,4.8,5.311,0.06,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-04,傍林,9.7,7.2,497.0,10.5,5.3,4.9,5.353,0.06,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-05,傍林,9.1,7.3,492.0,10.9,5.5,4.6,5.264,0.054,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-06,傍林,8.4,7.4,477.0,11.2,6.8,4.5,5.262,0.047,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-07,傍林,8.0,7.4,472.0,11.4,8.7,4.3,5.388,0.038,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-08,傍林,7.9,7.5,470.0,11.9,7.5,4.2,5.285,0.038,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-09,傍林,7.9,7.7,474.0,12.6,5.9,4.2,5.216,0.039,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-10,傍林,7.5,7.8,493.0,12.6,4.3,4.5,5.266,0.04,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-11,傍林,8.0,7.9,497.0,13.0,3.6,4.6,5.326,0.043,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12,傍林,7.7,7.6,495.0,12.2,3.5,4.5,5.242,0.042,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-13,傍林,7.8,7.4,505.0,10.8,5.1,4.6,5.207,0.042,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-14,傍林,7.9,7.3,499.0,10.0,8.3,5.1,5.061,0.047,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-15,傍林,8.3,7.1,460.0,8.6,10.1,5.3,5.302,0.075,6.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-16,傍林,9.3,7.0,431.0,6.5,10.9,5.7,5.782,0.109,7.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-17,傍林,10.0,7.0,409.0,7.2,5.5,5.2,5.082,0.102,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-03-18,傍林,11.2,7.1,412.0,8.5,2.9,4.6,4.67,0.083,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-19,傍林,11.5,7.2,430.0,9.0,4.0,4.7,4.675,0.067,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-20,傍林,11.8,7.2,428.0,9.3,5.1,,4.523,0.055,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-21,傍林,12.1,7.3,462.0,9.7,6.3,,4.779,0.054,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-22,傍林,12.7,7.6,453.0,10.8,5.6,,4.296,0.052,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-23,傍林,13.4,7.9,463.0,12.1,4.4,,4.356,0.051,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-24,傍林,12.6,7.8,460.0,11.7,4.9,,4.6,0.051,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-25,傍林,13.1,8.1,453.0,12.7,4.5,,4.495,0.051,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-26,傍林,13.5,7.9,504.0,11.9,3.9,,4.946,0.057,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-27,傍林,14.3,8.0,492.0,12.4,4.8,3.6,4.825,0.057,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-28,傍林,15.4,8.3,465.0,13.4,4.8,3.9,4.593,0.057,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-29,傍林,15.9,8.4,458.0,13.3,4.2,4.0,4.485,0.054,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-30,傍林,15.9,7.6,466.0,10.8,4.5,4.0,4.702,0.054,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-31,傍林,16.3,7.6,460.0,10.7,5.4,4.0,4.576,0.058,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,傍林,16.8,8.2,443.0,12.3,5.9,3.8,3.976,0.054,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-02,傍林,16.9,8.8,452.0,14.5,5.3,3.9,3.956,0.055,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-03,傍林,16.6,8.8,446.0,14.7,5.8,3.8,3.89,0.052,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-04,傍林,15.8,8.6,433.0,13.3,8.1,3.5,3.851,0.055,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-05,傍林,15.2,8.8,420.0,13.6,8.3,3.3,3.663,0.055,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-06,傍林,14.5,8.8,428.0,13.1,7.7,3.2,3.663,0.058,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-07,傍林,14.3,8.9,441.0,13.1,7.8,3.4,3.926,0.057,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-08,傍林,14.3,9.1,464.0,13.9,7.3,3.8,4.269,0.053,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,傍林,14.9,9.0,463.0,15.6,6.5,3.9,4.317,0.046,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-10,傍林,15.4,9.0,456.0,16.0,6.2,3.6,4.351,0.046,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,傍林,16.5,9.1,444.0,15.0,5.7,3.4,4.212,0.044,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-12,傍林,16.8,9.0,447.0,14.5,5.5,3.5,4.234,0.047,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-13,傍林,17.0,8.7,450.0,13.3,4.8,3.5,4.254,0.05,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-14,傍林,16.5,8.5,440.0,12.2,4.9,3.4,3.908,0.047,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-15,傍林,17.1,8.8,432.0,12.9,5.4,3.2,3.621,0.042,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-16,傍林,17.4,8.7,451.0,12.9,5.1,3.3,3.736,0.044,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-17,傍林,17.3,8.7,447.0,12.9,5.1,3.4,3.767,0.052,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-18,傍林,17.6,8.5,427.0,11.8,4.8,3.4,3.75,0.052,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-19,傍林,17.2,8.3,417.0,11.5,5.0,3.3,3.522,0.05,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-20,傍林,17.1,8.3,429.0,11.9,5.9,3.4,3.526,0.06,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-21,傍林,17.1,8.5,423.0,12.2,4.8,3.3,3.453,0.054,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-22,傍林,17.5,8.5,437.0,12.3,4.6,3.5,3.616,0.055,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-23,傍林,17.8,8.3,445.0,11.9,3.3,3.7,3.601,0.059,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-24,傍林,18.7,8.7,433.0,13.0,2.9,3.7,3.368,0.053,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-25,傍林,18.5,8.6,428.0,12.4,3.3,3.7,3.4,0.046,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-26,傍林,19.1,8.9,417.0,12.8,2.8,3.6,3.31,0.041,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-27,傍林,18.5,8.6,415.0,11.5,3.6,3.6,3.292,0.043,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-28,傍林,17.8,7.7,418.0,8.6,6.0,3.5,3.557,0.05,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-29,傍林,16.7,7.4,427.0,8.6,6.2,3.4,3.576,0.054,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-30,傍林,16.5,7.1,390.0,7.3,4.8,3.7,4.058,0.068,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,傍林,16.9,7.0,354.0,6.9,3.2,3.6,3.843,0.099,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-02,傍林,17.8,7.2,334.0,8.3,3.6,3.7,3.161,0.077,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
