,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2014-02-05,唱林,5.1,8.4,422.0,13.3,9.8,5.4,6.695,0.086,109.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06,唱林,5.0,8.4,421.0,13.5,9.2,5.6,6.686,0.082,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-07,唱林,5.1,8.5,423.0,13.3,8.6,,6.707,0.08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-08,唱林,5.3,8.5,425.0,13.6,7.9,4.5,6.825,0.076,105.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-09,唱林,5.2,8.4,426.0,13.0,9.1,4.7,6.843,0.083,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-10,唱林,5.0,8.3,427.0,12.9,9.4,4.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-11,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-12,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-13,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-14,唱林,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-15,唱林,6.6,8.6,478.0,11.4,8.7,4.3,7.153,,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-16,唱林,6.9,8.6,477.0,9.9,8.4,4.4,7.163,,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-17,唱林,6.9,8.6,476.0,9.1,8.1,4.3,7.21,0.077,85.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-18,唱林,6.7,8.4,476.0,8.9,9.0,4.3,7.219,0.079,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-19,唱林,7.0,8.5,474.0,9.6,8.5,4.6,7.088,0.08,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-20,唱林,7.1,8.5,473.0,9.9,8.2,4.8,7.07,0.08,80.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-21,唱林,6.8,8.5,475.0,10.9,8.9,4.7,7.146,0.082,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-22,唱林,7.0,8.5,476.0,13.0,9.3,4.7,7.037,0.085,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-23,唱林,7.3,8.6,475.0,13.3,8.5,5.1,7.05,0.081,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-24,唱林,7.6,8.6,474.0,13.4,7.6,5.0,6.972,0.076,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-25,唱林,8.0,8.6,474.0,13.2,7.0,4.9,6.926,,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-26,唱林,7.9,8.5,474.0,12.7,7.0,4.8,6.956,0.071,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-27,唱林,8.2,8.4,473.0,12.4,7.0,5.0,7.058,0.084,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-28,唱林,8.5,8.4,472.0,12.2,6.8,5.1,7.215,0.092,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,唱林,8.4,8.2,473.0,11.5,6.4,5.4,7.301,0.093,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-02,唱林,8.2,8.0,474.0,11.1,8.0,5.0,7.293,0.087,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-03,唱林,8.8,8.1,476.0,11.2,7.8,4.8,7.264,0.087,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-04,唱林,8.9,8.2,477.0,11.7,6.7,5.0,7.306,0.081,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-05,唱林,8.5,7.9,480.0,11.3,8.0,4.9,7.356,0.074,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-06,唱林,8.3,7.9,480.0,11.0,8.2,5.2,7.301,0.075,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-07,唱林,8.2,7.8,481.0,10.5,7.4,4.9,7.262,0.073,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-08,唱林,8.2,7.8,480.0,10.3,6.0,4.5,7.281,0.066,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-09,唱林,8.2,7.8,481.0,10.2,5.9,5.1,7.361,0.063,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-10,唱林,8.3,7.8,485.0,10.2,5.9,4.9,7.404,0.058,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-11,唱林,8.8,7.7,488.0,9.8,4.9,4.4,7.476,0.051,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12,唱林,8.6,7.6,486.0,9.2,4.5,4.6,7.586,0.053,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-13,唱林,8.7,7.5,486.0,8.8,5.9,4.5,7.747,0.059,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-14,唱林,8.8,7.6,486.0,8.9,6.6,4.3,7.635,0.061,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-15,唱林,9.1,7.6,486.0,9.1,6.7,4.6,7.742,0.067,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-16,唱林,9.7,7.6,485.0,9.2,6.3,5.1,7.719,0.075,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2014-03-17,唱林,10.4,7.6,490.0,9.7,5.4,4.9,7.66,0.077,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-03-18,唱林,11.1,7.5,486.0,10.9,5.2,4.8,7.733,0.079,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-03-19,唱林,11.3,7.5,469.0,10.6,4.8,5.7,7.627,0.079,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-03-20,唱林,10.9,7.3,465.0,9.1,5.7,5.6,7.669,0.087,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-21,唱林,10.6,7.1,463.0,8.0,7.3,5.1,7.477,0.1,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-22,唱林,11.2,7.1,463.0,8.3,6.3,4.8,7.226,0.098,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-23,唱林,11.5,7.1,459.0,8.7,4.8,5.1,7.178,0.091,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-24,唱林,11.8,7.1,455.0,8.4,4.5,5.0,6.898,0.09,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-25,唱林,12.4,7.1,446.0,8.4,4.1,4.6,6.836,0.096,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-26,唱林,13.0,7.0,417.0,8.1,5.2,4.7,6.53,0.111,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-27,唱林,13.9,6.9,373.0,7.4,5.3,4.7,5.619,0.117,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-03-28,唱林,14.5,6.9,348.0,7.2,7.6,4.4,5.002,0.133,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-03-29,唱林,15.1,6.8,351.0,6.2,8.2,4.4,5.094,0.151,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0
2014-03-30,唱林,15.0,6.8,354.0,5.3,7.3,4.5,5.212,0.15,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-03-31,唱林,15.5,6.8,355.0,6.1,6.2,4.5,5.153,0.145,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-04-01,唱林,16.7,6.8,353.0,6.9,4.4,4.4,5.196,0.138,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-02,唱林,16.2,6.9,349.0,7.8,3.6,4.9,5.381,0.129,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-03,唱林,16.0,6.9,342.0,7.7,4.2,4.7,5.805,0.119,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-04,唱林,15.1,6.8,335.0,5.8,5.4,4.6,5.641,0.115,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-05,唱林,15.0,6.8,332.0,6.5,5.1,4.4,5.451,0.115,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-06,唱林,14.7,6.8,326.0,6.3,5.7,4.6,5.186,0.11,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-07,唱林,15.1,6.9,322.0,7.9,4.2,4.7,5.047,0.111,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-08,唱林,15.9,7.2,315.0,9.7,3.8,4.6,4.892,0.111,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,唱林,15.5,7.2,309.0,9.5,,5.0,4.656,0.109,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-10,唱林,16.3,7.4,304.0,10.0,3.6,4.8,4.362,0.086,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,唱林,16.9,7.6,301.0,9.7,3.0,4.7,4.145,0.076,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-12,唱林,17.5,8.2,300.0,11.9,4.3,5.8,4.347,0.114,114.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-13,唱林,17.5,7.9,299.0,10.0,3.7,5.7,4.372,0.125,106.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-14,唱林,17.8,7.6,299.0,8.8,3.8,5.1,4.056,0.136,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-15,唱林,17.7,7.0,303.0,7.1,3.0,4.6,3.8,0.126,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-16,唱林,17.7,6.9,304.0,6.7,2.9,4.5,3.755,0.11,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-17,唱林,17.0,6.8,307.0,5.5,2.6,4.2,3.812,0.075,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-18,唱林,17.2,6.8,312.0,4.9,3.2,4.5,3.809,0.082,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-19,唱林,17.2,6.7,314.0,3.9,2.9,4.7,3.762,0.1,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-20,唱林,18.0,6.7,316.0,3.7,3.5,4.4,3.71,0.12,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-21,唱林,18.2,6.7,318.0,4.0,3.3,4.4,3.603,0.125,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-22,唱林,18.8,6.7,319.0,5.3,,4.5,3.857,,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-23,唱林,19.1,6.7,332.0,4.4,3.3,4.4,3.686,0.07,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-24,唱林,19.2,6.7,336.0,4.3,3.2,4.8,4.041,0.061,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-25,唱林,20.2,6.8,341.0,4.8,3.5,4.7,5.183,0.068,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-26,唱林,19.6,6.8,354.0,4.1,3.6,4.7,5.184,0.091,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-27,唱林,19.6,6.7,364.0,3.3,4.1,5.1,5.336,0.104,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-28,唱林,18.7,6.7,367.0,2.6,6.7,5.1,5.517,0.106,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-29,唱林,18.3,6.7,378.0,2.6,8.1,4.5,5.158,0.105,11.1,,,,,,,,,,,,,,,
2014-04-30,唱林,18.6,6.8,390.0,2.6,6.9,4.0,4.687,0.085,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-01,唱林,19.2,6.8,394.0,2.5,6.4,4.4,4.666,0.08,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-02,唱林,18.8,6.7,398.0,2.5,5.2,4.3,4.651,0.078,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-05-03,唱林,18.9,6.8,399.0,2.8,5.5,4.1,4.477,0.08,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-04,唱林,18.9,6.8,398.0,3.1,5.4,4.5,4.371,0.08,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-05,唱林,18.9,6.8,396.0,3.4,7.0,5.5,4.217,0.078,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-06,唱林,19.9,6.8,394.0,3.9,7.6,5.9,3.82,0.086,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-07,唱林,19.0,6.7,393.0,3.1,7.4,5.6,3.686,0.095,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-08,唱林,19.4,6.7,392.0,3.2,8.5,4.9,3.732,0.099,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-09,唱林,20.1,6.7,393.0,3.3,9.0,5.6,3.828,0.09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-10,唱林,20.8,6.7,396.0,3.0,7.1,5.6,3.959,0.071,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-11,唱林,20.2,6.7,394.0,2.3,10.6,6.1,4.199,0.082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-12,唱林,20.2,6.7,398.0,2.4,15.1,,4.328,0.102,5.5,,,,,,,,,,,,,,,
2014-05-13,唱林,21.1,6.8,392.0,2.5,10.1,4.1,3.901,0.098,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-05-14,唱林,20.8,6.8,373.0,2.3,8.3,3.9,3.638,0.094,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2014-05-15,唱林,21.4,6.7,367.0,2.3,8.0,3.9,3.627,0.099,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-05-16,唱林,21.7,6.7,365.0,2.1,8.4,3.9,3.432,0.098,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-05-17,唱林,22.3,6.7,366.0,2.0,7.8,3.9,3.341,0.095,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-18,唱林,22.7,6.7,367.0,2.4,9.5,4.0,3.38,0.091,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-19,唱林,23.2,7.0,367.0,4.4,15.1,4.3,3.397,0.087,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
2014-05-20,唱林,22.3,7.2,373.0,7.8,8.1,4.3,3.407,0.079,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-21,唱林,22.3,7.2,372.0,7.5,8.8,4.3,3.457,0.079,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-22,唱林,23.4,7.4,368.0,9.0,9.5,4.4,3.402,0.079,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-23,唱林,23.8,7.5,361.0,9.2,12.4,4.6,3.246,0.076,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-05-24,唱林,23.9,7.4,349.0,9.1,,4.5,2.971,0.077,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-25,唱林,23.6,7.1,339.0,7.5,13.3,4.5,2.94,0.091,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-26,唱林,23.6,7.1,336.0,7.1,20.3,4.7,2.96,0.113,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-27,唱林,23.4,7.0,335.0,6.5,28.7,4.6,2.928,0.099,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-28,唱林,23.6,6.9,337.0,6.0,13.9,4.9,2.891,0.095,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-05-29,唱林,24.6,7.5,333.0,8.3,12.9,5.2,2.735,0.096,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-30,唱林,24.4,7.4,331.0,8.2,11.7,4.9,2.715,0.086,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-05-31,唱林,24.9,7.5,333.0,8.9,11.2,4.3,2.666,0.082,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-06-01,唱林,24.9,7.9,333.0,10.6,11.0,4.3,2.682,0.092,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-06-02,唱林,24.0,7.5,340.0,7.5,12.5,4.2,2.844,0.096,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-06-03,唱林,23.1,7.1,348.0,5.4,20.5,4.5,3.093,0.129,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-06-04,唱林,23.1,7.0,353.0,5.9,23.3,4.6,3.31,0.143,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-06-05,唱林,23.9,7.1,357.0,6.2,17.4,4.5,3.475,0.143,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-06-06,唱林,24.7,7.4,358.0,7.9,14.3,4.7,3.329,0.15,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-06-07,唱林,24.8,7.3,363.0,7.6,12.6,4.6,3.145,0.137,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2014-06-08,唱林,24.6,7.1,364.0,6.6,10.9,4.5,3.21,0.103,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2014-06-09,唱林,24.5,7.0,369.0,6.2,9.8,4.4,3.288,0.09,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2014-06-10,唱林,25.2,7.2,370.0,8.3,9.9,4.6,3.245,0.086,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2014-06-11,唱林,25.0,7.1,365.0,7.3,9.8,4.6,3.165,0.076,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2014-06-12,唱林,25.0,7.1,356.0,6.3,9.8,4.6,3.151,0.065,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-06-13,唱林,25.0,7.0,350.0,5.3,9.3,4.6,3.042,0.072,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
2014-06-14,唱林,25.9,7.4,348.0,6.8,9.4,4.6,2.59,0.083,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-06-15,唱林,25.5,7.0,345.0,5.2,9.0,4.6,2.455,0.076,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2014-06-16,唱林,25.6,7.3,342.0,6.0,9.8,4.6,2.54,0.075,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
